,날짜,기업명,"긍정1,부정2",정제된 내용,score
4142,2023-02-03,콤텍시스템,2,오지게 더럽게 운전하는 잡주임 하지만 중단기 까지 갈수있는건 변치 않는다 걍 안보고 놔두고 있어야 할 놈임 보면 기분만 잡침,17.930999999999997
4143,2023-02-07,콤텍시스템,2,지금 도망가 안그럼 후회합니다,16.727
4144,2023-02-06,콤텍시스템,1,앞으로 더 오를 것 같습니다,82.121
4145,2023-02-08,콤텍시스템,2,시외 폭락 역시 낼부터 지긋지긋한 하락 계단 맛봅시대이,15.56
4146,2023-02-09,콤텍시스템,2,재료도 우려먹던거 벌써 사골 재료 벌써 소멸,43.697
4147,2023-02-06,콤텍시스템,1,제가 지난 주에 말씀드렸죠 자격이 있으신 분들만이,31.16
4148,2023-02-06,콤텍시스템,1,오호 진짜 연기금 들어왔네 그럼 머다 진짜 머있는거다,70.359
4149,2023-02-03,콤텍시스템,2,이짓거리 던럽게 사는 개 작전들 평생 고자로 살고 디져라,12.619
4150,2023-02-06,콤텍시스템,1,공부합시다 인텔 앤디비아 삼성까지 다기술협력으로 얽혀있는 회사임 상장후 시세한번 안준 깨끗한주식 이번에는 어떨련지,77.624
4151,2023-02-06,콤텍시스템,1,성상상 고고,81.678
4152,2023-02-03,콤텍시스템,2,에 털고 나옴 목표가 정도 이번에 갈줄 알았는데 세력들이 다 장난치고 다 튀어버려서 조만간은 답이 없어보여서 어쩔수 없이 털긴했는데 앞으로 좀 하락하면서 횡보 계속 할것 같음 살만할때 다시 사야지 확실한건 이건 매우 더럽게 움직인다는거,22.87
4153,2023-02-06,콤텍시스템,2,젠장 금요일의 악몽 재현이네 미쵸 잡세럭,35.842
4154,2023-02-06,콤텍시스템,1,연상 가능 해보인다,85.702
4155,2023-02-03,콤텍시스템,2,고점에서 물량 다 털었구먼 거래 만주나 터졌네 뭔뜻인지 알지,18.759
4156,2023-02-06,콤텍시스템,2,아직도 안나갔냐 고수다 믿어라 팔아야지 산다 마지막 탈출기회,19.564
4157,2023-02-06,콤텍시스템,2,상식적으로 주포들이 너거 먹게 놔두겟냐 슬쩍올리는척 버리고의 반복위험하다,12.202
4158,2023-02-08,콤텍시스템,1,숨고르기 중 조만간 다시 튄다 기다리고 있겠어,84.30399999999999
4159,2023-02-03,콤텍시스템,2,쓰레기 세력들 쓰레기네 년반 보유자지만 토나온다 잡주,10.482
4160,2023-02-07,콤텍시스템,1,고 나발이고 영업이익이 억 내는회사 본적이없다 억 억 정도 마이너스도 많어그런데 콤택은 영업이익봐라,13.388
4161,2023-02-06,콤텍시스템,1,오늘 종가 입니다 끝,85.2
4162,2023-02-06,콤텍시스템,2,동전주 면 채소 배 가는거제 그러나 형은 풀매도 햇 다,52.228
4163,2023-02-06,콤텍시스템,1,지폐주 지폐주로 변신하는 과정,83.589
4164,2023-02-06,콤텍시스템,1,년 매출액 천억은 거뜬히 넘겠는데,84.41
4165,2023-02-06,콤텍시스템,1,할일없어서 이렇게 거래 마니 티우는지 아나 낼은 퍼 이상 급등이다잉수고들 하자,71.063
4166,2023-02-06,콤텍시스템,2,완전 설거지네 캭 퉤,14.235
4167,2023-02-06,콤텍시스템,2,사면 뒤진다 조심 하소,14.867
4168,2023-02-06,콤텍시스템,2,끝났어요,10.626
4169,2023-02-03,콤텍시스템,1,에 물림 단타치려다가 기다리면 되겠죠,38.089
4170,2023-02-06,콤텍시스템,2,걍 하락 윗꼬리기 많아,9.691
4171,2023-02-03,콤텍시스템,2,동시호가도 장난질하네 대까지만 올려줘 나가게,80.09700000000001
4172,2023-02-06,콤텍시스템,1,매년 매출 가능할수도 데이터는 국내 시장과 아시아 시장에도 진출한 상태다 콤텍시스템은 데이터와 지난해 월 일 아시아 총판 계약을 체결해 한국 독점은 물론 아시아 시장까지 진출 가능하게 됐다,84.482
4173,2023-02-06,콤텍시스템,1,단타쟁이들이랑 다빼고 올릴려느보네,79.29799999999999
4174,2023-02-08,콤텍시스템,2,개미들신용매수늘어나고 이제고점찍고 하락 수고링들 잘가라 호재도 이미예전에 나왔던거임일부러 단타세력들슈팅용으로 띄운거 이미 재료는 끝났고 개미는 이제 기사뜨니까 달려들고 나락,19.666
4175,2023-02-06,콤텍시스템,1,좋다 상한가자 완전 호재네 상한가일듯 그렇죠,84.762
4176,2023-02-06,콤텍시스템,1,연상냄시난다 날료,84.157
4177,2023-02-06,콤텍시스템,2,장막바지되니 다 던지네 내말대로 장대윗꼬리 어리석은 개미들,9.766
4178,2023-02-03,콤텍시스템,2,아직도 안턴 호구들 손 다음주부터는 원까지 직행,40.148
4179,2023-02-06,콤텍시스템,1,크게 가겠다 내려가는줄 알았는데개미 단타물량 흡수말아올리겠다,71.933
4180,2023-02-06,콤텍시스템,1,지은아 고맙다 오늘 상아니면 주식 접는다,77.041
4181,2023-02-06,콤텍시스템,2,역시 터네 똥된장아직도 찍어먹어봐야하냐,14.264
4182,2023-02-03,콤텍시스템,1,근데 지금부터 사야지 얘들아 니들 겁 바짝 먹었을때가 젤 저렴한 시점이긴 해,78.948
4183,2023-02-06,콤텍시스템,2,느낌이 쌔하다 돔황처 지금 팔아야 안당한다개미들아 지금 팔아야 된다,11.314
4184,2023-02-06,콤텍시스템,1,담어라 슈팅가겄다,83.69200000000001
4185,2023-02-03,콤텍시스템,2,이건 동호회 주식이냐,13.137
4186,2023-02-07,콤텍시스템,2,절대못간다 마지막 개미꼬시기다 오후에 음봉 내말이 아닌지 오후에 잘봐라,10.688
4187,2023-02-02,콤텍시스템,1,이놈 피뢰침 쏘고 못믿을놈 맞는데 최소 정도 까진 조만간 감 오늘 보니까 완전 피뢰침은 안꽂는걸로 봐서 조만간 올것 같움 정도 까지도 열려있긴 하구,39.766
4188,2023-02-07,콤텍시스템,1,콤텍시스템 시장에 관심받고 있습니다 천냥 이번주에 올듯,84.106
4189,2023-02-06,콤텍시스템,2,다들 집에가자,71.78999999999999
4190,2023-02-06,콤텍시스템,1,하 더럽게 누르네 진짜 넘들인데,14.802
4191,2023-02-09,콤텍시스템,1,콤텍시스템 잠시후 우상향으로 치솟는 모습 볼 것입니다 이곳에 안티벌레들은 근거도 없는 쓰레기 글을 올려서주주님들 심기를 불편하게 만들수록 그런 글을 쓰는 안티 벌레들은 평생 재수없게 살아 갈 것입니다 콤텍이 지폐주 몇일 안남았습니다 주주님들 화이팅,73.447
4192,2023-02-03,콤텍시스템,2,들 개집합소네 개짓하네 같이 웃긴다 고자세이들,10.122
4193,2023-02-07,콤텍시스템,1,이번주 천원 간다 주중에 얘만한 알찬주 없다,83.767
4194,2023-02-06,콤텍시스템,1,올해 최고 대박주중 첫번째다 넘들아 사이즈 감이 안오지작년 실적은 조에 근접하고올해는 조를 넘고 이익은 급증하고 거기다가 재료는 넘쳐나고 내가 얼마전 현 가격대는 발톱아래라고 했제이제 밥톱에 올라 탔다 낼도 못사는 방보는 없기를,70.57700000000001
4195,2023-02-07,콤텍시스템,1,초 강한상승,86.368
4196,2023-02-06,콤텍시스템,2,원못뚫고 원대로다시간다고했음 다시 밑에서 매수대기함 낼부터 다시 천천히 빠질듯,18.024
4197,2023-02-06,콤텍시스템,2,년 만기 정기예금 호갱님 사랑합니다 손님 받아라,66.36099999999999
4198,2023-02-06,콤텍시스템,1,어중상 조심스레 기대해 봅니다 주표형님 잘 부탁드려요,82.73
4199,2023-02-06,콤텍시스템,1,숨도쉬지말고 달료 대박 호재다,85.96
4200,2023-02-03,콤텍시스템,1,돈도없는 그지세이들만 개작전주라고 떠벌리네 푼도가지고 지랄들 한다 같이 지고 멀하겠냐저것들은 평생 고자밖에는 살수없는것들이다그냥버리고가라,20.217
4201,2023-02-07,콤텍시스템,2,함찍싸고나서 쪼물딱거리봐야죽은좃이금방석닛냐,13.875
4202,2023-02-03,콤텍시스템,1,상한가 두방은 가야한다 꼭,84.63199999999999
4203,2023-02-06,콤텍시스템,2,아직 오를때가 아니다 내태우고 가야지 에서 기다리마,74.415
4204,2023-02-06,콤텍시스템,1,상까지출발 아비오,85.28800000000001
4205,2023-02-06,콤텍시스템,1,상따 성공가능성,85.991
4206,2023-02-08,콤텍시스템,1,올리고 단일가 가자 멋있게 훈장도 달고개미들이랑 같이 먹자,86.022
4207,2023-02-03,콤텍시스템,2,고점 거래터진 장대음봉 나오것어,12.31
4208,2023-02-03,콤텍시스템,1,줄때담어놓자 천원가겄다,85.592
4209,2023-02-03,콤텍시스템,2,자알 먹고갑니다 꺼억,32.379000000000005
4210,2023-02-06,콤텍시스템,2,쓰레기 이 장난질하네 재수없다 퉤퉤가다가 자빠져 대가리 깨져 디지삐라,10.662
4211,2023-02-03,콤텍시스템,2,아까 팔고 다시 잡는자가 승리자 인건가 힘든 종목이네 왜이러나 주 포 성 초딩처럼 운전하시네,19.384
4212,2023-02-03,콤텍시스템,2,밑으로 다시가겟네,15.142
4213,2023-02-06,콤텍시스템,2,새력알바들 날뛰는거보니 아직 다 못 아직 다 못팔앗나보네다들 조심들혀라 털려고 난리네,21.474
4214,2023-02-03,콤텍시스템,2,신규 쥬주필독 내가 예전에 쓴글 성지 떨거지 종목임 어떠한 이유에서도 올라 칠 맘이 없다 그냥 좀 벌레들 단타나 치는 종목 주포도 없이 걸레 냄새만 나고 호재에는 무반응 지수 하락에 폭락 지수 상승에도 폭락 전염병이 돌아도 폭락 금리인상에도 폭락 환율 상승에도 폭락 환율 하락에도 폭락 이유 없어도 폭락 악재에도 폭락 회사가 자사주 매입해도 폭락 매번 볼때마다 폭락 개폭락 개잡주 종목을 꼽으라면 바로 이 종목일 것임,19.74
4215,2023-02-06,콤텍시스템,2,마지막 털기다 탈출기회 탈출해라 마지막 털기,15.834
4216,2023-02-06,콤텍시스템,2,다들 열풍인디 여긴 꺼꾸로가냐 다들 집에가자,22.142000000000003
4217,2023-02-06,콤텍시스템,2,손가락 짜르고싶어진데이,20.284
4218,2023-02-07,콤텍시스템,1,시전에 불기둥 함 나오겠는데 종가 대 안착,76.666
4219,2023-02-08,콤텍시스템,2,매수벽대주고 팔아먹네 뻔한잡주,10.538
4220,2023-02-07,콤텍시스템,1,줄때 좝샤 줄때 맛나게 드셔 전세계 대세,85.989
4221,2023-02-06,콤텍시스템,2,많이 가봐야 야 세력이 대 물린놈들 많은데 올려주겠냐매물대 물린 사람들 비중이 넘는데 바보들,46.122
4222,2023-02-06,콤텍시스템,2,거래터지고 윗꼬리보소 도망치기도늦음,9.829
4223,2023-02-09,콤텍시스템,2,재료소멸 하락 에효 하락시작,12.917
4224,2023-02-06,콤텍시스템,1,챗 대세다 동전주 폭발,85.04
4323,2023-02-09,카카오,1,어제팔고 오늘오전 원할때 또매수 돈벌기참쉽죠잉,77.325
4324,2023-02-09,카카오,1,퍼에서 양전 실화냐,14.66
4325,2023-02-05,카카오,1,때가 왔어 카카오 되면 형씨한테 치맥쏠테니연락혀 지금 년이상 족물려있음,17.173000000000002
4326,2023-02-03,카카오,1,솔찍히 만까지는 가야 되지 않을까,82.455
4327,2023-02-09,카카오,1,카카오 상항가 본 사람 이제 곧 한번 보게 될듯,85.064
4328,2023-02-07,카카오,1,이번주 원 간다 원 간다 명심,85.90599999999999
4329,2023-02-09,카카오,2,다시는 카카오 돌아보지 않는다 안그래도 개차반 나있는 주식을 처분해서 임직원 보너스를 줘 꺼져,11.616
4330,2023-02-07,카카오,1,됨 이수만 소송건댄다 뒷방 노인네의 발악,21.731
4331,2023-02-09,카카오,1,양전하겠네 낼은 날아갈 거 같고 아직 늦지 않았어요 들어와요,30.298
4332,2023-02-03,카카오,2,주식 유튜버들의 공통된 사기 수법 주식 유튜버들은 거의 다사기꾼이라고 보면 돼 일주일에 종목 정도를 추천하는데 그 중확률적으로 종목 정도는 오르게 되지 만약 주린이가 종목 추천을 하더라도 그 정도 수준은 되잖아 그런 후에그 상승한 종목만 계속 집중적으로 반복해서 광고를 해대는 거야 그러면멍청한 주린이들은 쉽게 현혹돼서추천한 유튜버를마치 사이비 종교의 교주처럼 떠받들게 되는 거지 유튜버는매달몇 천만원 씩 회원비 꼬박꼬박 챙기며 호화로운 생활하는 것이고 주식판이란 게원래사기 천국인 거야,41.095
4333,2023-02-08,카카오,1,오늘 만 갑시다 오늘 만 갑니다 달려,86.018
4334,2023-02-09,카카오,1,와 대박 카카오 미쳤나봐,85.15
4335,2023-02-03,카카오,1,바보 바보카카오가 그동안 제법 올랐네,82.253
4336,2023-02-06,카카오,2,무 궁 화 꽃이 피었습니닷 무 궁 화 꽃이 피었습니닷 셀트리온 탈락 무 궁 화 꽃이 피었습니닷 삼성전자 탈락 무 궁 화 꽃이 피었습니닷 엘지화학 탈락 무 궁 화 꽃이 피었습니닷 카카오 탈락,29.429
4337,2023-02-07,카카오,1,형누나들 아 그냥 쳐 팔지말아라,17.607
4338,2023-02-08,카카오,1,오늘은 만찍자,85.36099999999999
4339,2023-02-03,카카오,2,고무줄 늘리기 끊어짐,12.297
4340,2023-02-09,카카오,1,오늘 이 매수의 마지막 기회다 더 이상 시끄럽게 떠들지 말고 주식을 살 거면 오늘 사고 주식을 안 살 거면 주식을 접어라 주식을 살라면 빨리 사고 안살라면 주식 접어라 오늘이 마지막 기회다 빨리 빨리 선택해라 더 이상 시끄럽게 떠들지 말라,46.778
4341,2023-02-09,카카오,1,카카오씹던 안티들 또짖어봐라 멍멍니들은 만원때부터 더 내린다고 했지 너네들늘그렇다 주식도없믄것들 또짖어보지 날아가는것구경만해라,69.071
4342,2023-02-07,카카오,1,행님들 오늘 숏 들가봅니다 제가 숏치면 주가 오르고 제가 롱차면 주가 내립니다 고마워 하십쇼,37.744
4343,2023-02-08,카카오,1,네이버 달리는데 카카오 도 달려보자 오늘은 네이버 덕에 상한가 좀 한번 해보자 네이버 달렸는데 카카오 도 달려보자 힘 좀 내서 빨리 달려보자 상한가로 가자 카카오 화이팅,86.884
4344,2023-02-09,카카오,2,카카오 신기한점 카카오는 이사태 모르고 이런 계약을 햇을까 뭐가됫든 항상 논란이있는 회사인건 팩트인듯,18.056
4345,2023-02-09,카카오,1,까지가냐,83.572
4346,2023-02-07,카카오,1,알고 가라는 것들은 보거라 니들 집구석 단속이나 해라 안궁하니깐 알겠니,22.657
4347,2023-02-03,카카오,1,힘내서 거래량 천만주 가보자,86.425
4348,2023-02-06,카카오,2,종가는 왠지 오늘 최저가가 종가일듯하네 항상 불길한예감은 맞았어,38.938
4349,2023-02-05,카카오,1,월봉 차트 아주 좋아 계속 들고가시면 돼 본격 상승은 아직 시작도 안 했어,84.61
4350,2023-02-03,카카오,2,전강후약 종가 원,63.957
4351,2023-02-03,카카오,1,공매도잔고가 많다 만주 억 숏커버로 폭등할겨,84.422
4352,2023-02-03,카카오,1,원에 손절햇는데 더가네 평단,23.768
4353,2023-02-09,카카오,2,팩트 어제 살까말까 고민했는데 안사길 잘했네 올 게떡락 하겠군,15.405
4354,2023-02-08,카카오,1,조만간 만 기다려 만 카카오,86.12899999999999
