,날짜,기업명,정제된 댓글,상승_하락
5411,2023-02-06,포스코케미칼,모르것냐 사올린애들 포케 매매 참여자들 희롱하면서 빨간불 파란불 왔다갔다 하고 오르락 내리락 하면서 본인들고 있는 선옵 포지션 시장보면서 적당히 더 챙겨서 먹는거야 대형창구들 플레이 나오지도 않는다 선취매애들 어느 방향이건 똥받이 불필요라 판단한거야 선취매 가능한건 결국 선취매 가능한 애들만 필요시 선도매도 가능하지 하지만 속보 뜨면 포지션 그냥 뿌리고 가겠지 누르면 수익인데,-1
5412,2023-02-06,포스코케미칼,일선 안착이면 됐지 왜들그리 부들거려요 프로 떨어진것도 아닌데,-1
5413,2023-02-06,포스코케미칼,포케 대박,-1
5414,2023-02-06,포스코케미칼,오후에 터지겠는데 오후에 하한가 가자 저밑세상 그래야 종가때 잡죠 하한가 하한가 신나는 노래외인만 매수중,-1
5415,2023-02-06,포스코케미칼,허참이놈은좀 왜못가냐 원 주 매수 이놈은그대로 관찬코 조호재나와서 원에 배주샀는디 언제쯤본전오냐고오늘도 에코프로 비엠 형제들은 막 가는디 좀답답허네,-1
5416,2023-02-06,포스코케미칼,마음이 편한 주식 포케 가즈아,-1
5417,2023-02-06,포스코케미칼,조 계약 공시 이후 프로 상승 같은 기간 에코는 개 폭등,-1
5418,2023-02-06,포스코케미칼,조 계약 공시 이후 프로 상승 난 프로 상승인데넌왜 프로냐안티질 하다가 늦게 올라탓어 그렇지,-1
5419,2023-02-06,포스코케미칼,마이너스 에코 프로 에코비엠 프로 포스코케미칼 프로 조 별거 아니라니까,-1
5420,2023-02-06,포스코케미칼,거봐 형이 조 계약 별거 아니라고 했지 년 년도 아니고 년이면 별거 아니야 년 조 계약도 있었구만 머 별거라고 시장은 이런 별거 아닌 계약보다는 에코를 더 높게 평가한다니까니들이 아니라고 해봐야 주가가 말해주자나,-1
5421,2023-02-06,포스코케미칼,공매도 애들 엄청 누르고 있는데 차트보면 결국 야금야금 우상향인데 실패한 공매도 아닌가 내가 빨강으로 변한뒤에 파랑으로 변하지를 않음 결국 게시판만 요란하지 파랑으로 바뀌지는 않네요 알바 댓글부대도 운영하나 공매도 시키들뭐 지들이 살려면 그렇다 쳐도 남의돈 먹기 힘들다는 말도 모르나 공매도 시키들은,-1
5422,2023-02-06,포스코케미칼,주식못하는 사람들 특징이 자기가 가지고있는 주식은 항상 올라가는거만생각함 고퍼인지 저퍼인지는 모름주식고수는 좋은회사가 저퍼일때 매수해서 고퍼이면팔고하지 먹을폭이 큼하지만 포케지금은 타종목대비 고퍼임 조수주에 코끼워놓고팔아잭임 공매밥이되는거지 포케는 조후 이제수주는못함 케퍼가없음 양극재는 케퍼싸움이야질도중요하고 포케는 장담하는데 달간조정간다 타종목 정고점돌파동안 구경만해야됨,-1
5423,2023-02-06,포스코케미칼,주식못하는 사람들 특징이 먹을게 없는데외국인은 호구냐 연일 매수하게주린이가 뭘 알겠어코앞이 이득만 보이지그러다 처물리고 손절반복 하다깡통차고 징징거리지,-1
5424,2023-02-06,포스코케미칼,선취매 애들은 눈감고 현물 포지션 던지면 다 이익 껌머외들 똥받이 하다가 수사속보 뜨면 볼만하겠네,-1
5425,2023-02-06,포스코케미칼,좋은 주식이지만 조정인가보오,-1
5426,2023-02-06,포스코케미칼,좋은 주식이지만 조정인가보오,-1
5427,2023-02-06,포스코케미칼,공매년들 쳐 뒤져야 할 것들아,-1
5428,2023-02-06,포스코케미칼,한번 올려라 거참 허허,-1
5429,2023-02-06,포스코케미칼,금요일에 에코로 옮겼어도 최소 프로 수익 차전지 급등장에 꼴등주에서 머해요 여긴 언제나 제자리 걸음인데 조 계약하고도 이정도면 아 미리 올랐다고요 선취매 먹튀 인정하는건가요,-1
5430,2023-02-06,포스코케미칼,외세 공매년들아 주작질 작작 쳐해라,-1
5431,2023-02-06,포스코케미칼,공매 왜 공매는 포스코만 칠까 에코는 안쳐 에코는 쳐도 오르는거야 니들이 공매라면 오를곳에 공매를 치겠니내릴곳에 공매를 치겠니,-1
5432,2023-02-06,포스코케미칼,공매 뒤질것들 질알을 하세요,-1
5433,2023-02-06,포스코케미칼,명품포케 뒤진다 에코비 딱까리도 못된다 니들은,-1
5434,2023-02-06,포스코케미칼,프로그램을 통해 만여주씩 매도 낙폭에 추매,-1
5435,2023-02-06,포스코케미칼,자 깨지면 그때보자,-1
5436,2023-02-06,포스코케미칼,차전지 폭등장에 여기서 머해요 왜 굳이 꼴등주를 들고,-1
5437,2023-02-06,포스코케미칼,오후에는 달리나요,-1
5438,2023-02-06,포스코케미칼,허매수의 속지마시고 매수 허매수 빨리 매도하시고 요즘 핫한 종목 보시고 매수하삼삼기이브이아프리카 미래나노텍 오늘 제시한 종목 핫종목으로 상한가 도전한다고 하네요 기관 외인 집중 매수종목입니다 확인후 매수하심 대박납니다,-1
5439,2023-02-06,포스코케미칼,신한 역시나 오늘도 신한 저개넘들이 치고나오니까 주가 힘을못쓰네누가 저 개같은 신한넘들 확 쫌쥑이뿌라,-1
5440,2023-02-06,포스코케미칼,제자리 걸음 꼴등주는 언제나 제자리 걸음 조,-1
5441,2023-02-06,포스코케미칼,이야 포케가 전고점 뚫을라고 숨고르기 열씨미 하네여 에코 기세보면 이번주 두종목 다 전고돌파가능할 듯 합니다 주주님들 화이팅,-1
5442,2023-02-06,포스코케미칼,공매도 필히 피똥싸길 개미든 개관이든 공매도 오전에 엄청누르는데 그래 얼마나 누를지 기대가 된다 계속 눌러야지 오후에 숏커버링 들어가면 너들은 쥐새끼 인 기라 알긋나,-1
5443,2023-02-06,포스코케미칼,신한을 때려잡자 신한을 때려잡자,-1
5444,2023-02-06,포스코케미칼,오늘은여기까지기 비전없는 종목은 매도가 답입니다 여기서 이금액한주면 다른주많이 살수있는데 매수 제주은행 무증임박아프리카 중국 체결발표임박 넷플릭스포함미래나노텍 반도체 수주체결임박오늘 핫이슈가 이정도 다르고 있네요 관심있는 종목 매수해서 대박나시길,-1
5445,2023-02-06,포스코케미칼,에코 잘 가네요 포케도 슈팅 한번 더 나올 때 됐습니다 이번주 전고점 돌파 가능할 듯 합니다 차전지 특히 양극재 시장은서로 밀고 끌고 하면서 가는 장세가 당분간 계속 될듯 합니다 주주님들 화이팅,-1
5446,2023-02-06,포스코케미칼,종목마다 누가 더 잘파는지 대결하고 있냐,-1
5447,2023-02-06,포스코케미칼,차전지 섹터 더럽네 알바들 저기 오를땐 다른종목방에서 저기 찬양 여기 오를때 저기서 찬양 수급이 얼마나 부족하면 이리저리 다 끌어오냐 왔다갔다하면서 돈 엄청 털리것네 차전지보니까 다 어깨 맞추기 오늘 했네요 순차적으로 순환매로 올리긴하나봄 앞으론 털리지마세요 순서의 차이,-1
5448,2023-02-06,포스코케미칼,한국투자 신한 불 공매도 주가 잡을려고 애 쓴다 테슬라나 국내 플랫폼에 물려서 탈출할라고 조작이나 해쌌는데 불법공매도도 마다하지 않는 것들 애널들이 그렇게 나대고 있고,-1
5449,2023-02-06,포스코케미칼,피엔에치테크 만 이야,-1
5450,2023-02-06,포스코케미칼,명품에코프로 프로 돌파 여긴 조 여기서 머해요,-1
5451,2023-02-06,포스코케미칼,명품에코프로 프로 돌파 이 세키는 제집도 못찾는 거지세키인가 에코프로가서 각설이타령하며 놀아라 어찌 남의집에와서 질알하며 떡을치나 소금이나 한 바가지 뒤집어쓰고똥물 한통 뒤집어쓰고 얼른 사라져라 뒈지기전에,-1
5452,2023-02-06,포스코케미칼,발기찬 월요일이다 머리부터 발끝까지 상큼하게 한번 쏴주면 안되겠니,-1
5453,2023-02-06,포스코케미칼,기관 연기금 순매수중 외인들 매도세도 감소하는 것으로 보아 오후에는 순매수로 돌아설 것으로 보임 떡상의 징조,-1
5454,2023-02-06,포스코케미칼,개 십알 공매 드런년들아그만 쳐 팔어,-1
5455,2023-02-06,포스코케미칼,속보 오늘 아침중요한 재료발표 임박 뉴스 공시 보시면 답이나옵니다 아님 제목을 입력해 보셔도 되구요 기관 외인 갑자기 폭풍매집중 상한가 각 한주 시작과 함께 좋은 출발 시작이네요,-1
5456,2023-02-06,포스코케미칼,명품에코에서 구경왔습니다 포스코 잘있나 확인하고갑니다,-1
5457,2023-02-06,포스코케미칼,시외 흑우들 그날 에코 샀음 최소 프로 수익 하지만 포스코 사서 물려있죠,-1
5458,2023-02-06,포스코케미칼,원만 어째 뚫어보자,-1
5459,2023-02-06,포스코케미칼,공매파산가즈아 형은 평단 주,-1
5460,2023-02-06,포스코케미칼,공매 악적 새리들 제발 죽어주세요 부탁해요,-1
5461,2023-02-06,포스코케미칼,오늘 개미 개관들 방빼라 오늘 전기 만 상승하는 분위기 자칭 신용으로 공매친 개미 그리고 개관들 포케에서 그만하고 방빼라 하여 쪽방이라도 빌려야 잠을 잘거 아이가 매일 안티가 아닌 쥐새끼 처럼 찍찍거리니 충고하는데 이제 그만하고 오르고 내리는 코스닥으로 가기를 여기는 이제 장투자 그리고 외인이 좌지우지 하는 주식이 되는거다 공매도는 만원 미만일때 가능했는데 이제는 아닌기라,-1
5462,2023-02-06,포스코케미칼,오늘은여기까지 입니다 오늘은 여기서 조금 이익 남을때 매도하시고 요즘 가장 핫한 관련주삼기이브이 오브젠 으로 갈아타시면 대박날듯 합니다 여기서 스트레스 받지 마시구요그리고 제주은행 무증예상아프리카 넷플릭스 효과로 오후에 중대발표임박 한주 화이팅 하세요,-1
5463,2023-02-06,포스코케미칼,포케 그냥 묵혀두고 톡톡 튀는곳 가서 벌어라 살곰살곰 쉬엄쉬엄 계속 즐투,-1
5464,2023-02-06,포스코케미칼,명품 에코비엠 오르는거 구경오세요 얼른요,-1
5465,2023-02-06,포스코케미칼,공매파산가즈아 형은 평단 주,-1
5466,2023-02-06,포스코케미칼,김종국이 부릅니다 제자리 걸음 난 언제나 제자리 걸음 조,-1
5467,2023-02-06,포스코케미칼,장 시작 기관 매도 예상 외국인이 얼마나 사줄지가 관건이네요,-1
5468,2023-02-06,포스코케미칼,오늘 장전은 팔자네 답답하고만,-1
5469,2023-02-06,포스코케미칼,포케 공매세력 예견 미국 중국애들이랑 중국산 재료 쓰는 기업 애들이랑 중국산 재료 쓰는 기업에 투자한 애들이 공매를 치고 있는것은 아닌지 조사해 보면 재미 있겠는걸,-1
5470,2023-02-06,포스코케미칼,이미존나고점이구만 이런,-1
5471,2023-02-06,포스코케미칼,이미존나고점이구만 포케 안티단타 개미들은 대부분 본인소유물량 다 팔아먹어서 당분간 악재 비방글로 도배해서 주가하락하면 저가 재매수한다고 하니 존버 장투개미들은 개의치 마셈 인생 치졸하게 살지마라 안티단타야,-1
5472,2023-02-06,포스코케미칼,포스코케미칼 공매 만주 약 억규모 한번에 제압할수있는조그마한규모 고맙지 뭐 숏커버링,-1
5473,2023-02-06,포스코케미칼,포케 대형수주 곧 나온다 단타 자는 수주 계약 발표후 매매하면 성투합니다 발효로 포케 음양극재는 확실한 감세혜택 받습니다 리튬 니켈 흑연을 원자재부터 직접가공생산은 중국외는 세계에서 포케만 생산하니까계속 포케에서 계약 수주 나옵니다,-1
5474,2023-02-06,포스코케미칼,잘들으라 주식은 등락은 여기 토론방 주둥아리에서 좌우되는거 아니다그날의 지수와 종목의 수급에 따라 상승과 하향으로 손익이 결정되어 희비가 갈린다리겟지만,-1
5475,2023-02-06,포스코케미칼,이번주 상승은 여기까지 만원 좋아요,-1
5476,2023-02-05,포스코케미칼,개미 들 불안 하나보네찬티글이넘많다폭락 하것다,0
5477,2023-02-05,포스코케미칼,포케 삼성 확정된거만 년 매출 조 천 그외음극 흑연 다른사업 등 모두 합치면 조의 매출이 확정 예상금액입니다 이걸 감안하시면 도움이 되지않겠나 생각이 듭니다 홀딩하고 년만 기다리시면은 되겠습니다 바람이불지언정 흔딜려서는 안될거같다는 느낌이 옵니다 숏이 나올 가능성이 매우 크므로 직장인은 연가쓰시고 컴앞에 있어야 되겠습니다,0
5478,2023-02-05,포스코케미칼,차전지 대한민국 차세대 먹거리 아닙니까 냥,0
5479,2023-02-05,포스코케미칼,경기침체로 기업들 칼바람부는데 포케는 인원 충원 인원을 왜 뽑을까시설증대는 왜할까몰라서 묻는이는 없길 바람,0
5480,2023-02-05,포스코케미칼,다 좋다 하지만 영업이익이 개 똥이다 이제 슬슬 정리할때다,0
5481,2023-02-05,포스코케미칼,다 좋다 너나 많이 정리해라 나중에 피똥싼다,0
5482,2023-02-05,포스코케미칼,밧데리아저씨 박이사님 말 전적으로 공감합니다 현업에 종사하셔서 그 누구보다 납득이 가고 믿음이 가네요 요즘 몇몇 여의도 애널들이중국 상품 플랫폼상품 판매질이 심하네요 국내 이차전지산업을 왜곡하는 정도가 심해서 국내 애널들은 믿음이 안가요 저거들 할당채울라고 왜곡이나 해대질 않나 일부 여의도 애널들 똑바로 해라 이놈들,0
